graceid,ifos,end_time,end_time_ns,mass,mchirp,minimum_duration,snr,far,ifar,log_ifar
G348198,"H1,L1",1250803964.0,637207031.0,17.283428192139,3.2156422138214,70.310222740058,5.8954849243164,0.0001663513830862,6011.371720794643,8.701408241219413
G204203,L1H1,1132743522.0,527343750.0,10.21585559845,2.7404527664185,16.051266318449,17.22279548645,7.4758449045476e-05,13376.414475796497,9.50124832137226
G363332,"H1,L1,V1",1265187333.0,146484375.0,3.2584068775177,1.3404459953308,293.77771553555,8.9006557803002,0.0001095996340154,9124.118059179376,9.118676522730842
G362168,"L1,V1",1264794516.0,243652344.0,9.8119926452637,4.2195982933044,46.650934981016,8.0710813255967,3.4461247651052e-06,290181.0201783199,12.578260214737629
G338358,"H1,L1",1246887502.0,512695312.0,80.489875793457,9.2679090499878,7.2867865906858,12.187479019165,0.0001217684330185,8212.309013185159,9.013389406898115
G336152,"H1,L1",1244499964.0,82519531.0,3.6490063667297,1.5391110181809,233.79253009561,6.7408938407898,0.0001156758444267,8644.847201728517,9.064718723204512
G334103,"H1,L1,V1",1242789056.0,894531250.0,6.491858959198,2.8176596164703,95.262176454545,11.817779541016,0.0002584065077826,3869.871577851882,8.260976601455624
G354736,"H1,L1",1257898059.0,20019531.0,77.398735046387,11.579557418823,10.033432937699,8.6097993850708,0.0001627960591577,6142.654835589745,8.723012311336854
G203611,L1H1,1132546681.0,429687500.0,17.147821426392,4.461510181427,7.7446812000418,22.584503173828,2.2530950445798e-05,44383.39174397763,10.700620618622166
G355030,"H1,L1",1258248656.0,345214844.0,17.327655792236,5.4174094200134,29.126888938404,6.6781716346741,0.000194099091459,5152.00762910769,8.547141748588157
G334947,"H1,L1",1243489613.0,181640625.0,51.291271209717,9.0845756530762,8.8924425151429,6.5416688919067,6.1656566685997e-05,16218.872599455215,9.693930818438355
G352051,"H1,L1",1253924076.0,986816406.0,2.7159922122955,1.1607414484024,374.62319196247,8.6098756790161,0.0001222346618305,8180.985532450205,9.009567903079205
G331977,"H1,L1",1241563234.0,709960938.0,3.7976081371307,1.5371279716492,234.26231698092,6.2223091125488,7.072228618199e-05,14139.814392123795,9.556749812923378
G334697,"H1,L1,V1",1243308040.0,399414062.0,3.7911152839661,1.5007170438766,245.44734071561,8.2595586776733,6.3578700064681e-05,15728.53800066158,9.66323204835466
G350000,"H1,L1",1252113325.0,716308594.0,11.493329048157,4.8866238594055,36.274838723133,7.7110838890076,0.0001610455656191,6209.422756569298,8.733823216753471
G346831,"H1,L1",1249490114.0,17578125.0,15.851601600647,3.7874557971954,53.315236914054,8.0388345718384,7.3554132541176e-05,13595.429181904832,9.517488925667566
G365829,"H1,L1",1266906211.0,579101562.0,2.3451714515686,1.0187145471573,465.40887202082,7.8302022425773,0.0002441392571199,4096.022949347307,8.317771769571642
G333511,"H1,L1",1242350254.0,995117188.0,4.2711091041565,1.6629929542541,228.04276021249,8.4109373092651,0.0001048721314873,9535.421716116523,9.162768745280552
G334570,"H1,L1,V1",1243221038.0,128906250.0,4.3205308914185,1.6215792894363,236.02438543451,9.1144666671753,9.5052149845287e-05,10520.540583539292,9.261084871239463
G348768,"H1,L1",1251268691.0,116210937.0,36.226718902588,4.4056468009949,41.745513404722,8.081600189209,0.0001901200303109,5259.835054541632,8.567854946787907
G354221,"H1,L1",1257296855.0,205566406.0,92.262390136719,11.489623069763,2.9203072774352,14.107172012329,2.0075742213521e-05,49811.35887103096,10.815998326783964
G336839,"H1,L1,V1",1245197179.0,990722656.0,2.3906586170197,1.038388967514,450.61510187021,10.334635734558,4.7804587666178e-05,20918.494412775897,9.948388946792418
G356314,"H1,L1",1259396428.0,124023437.0,22.540626525879,7.6111898422241,17.464614762815,8.4138931848309,0.0001844449725467,5421.671223629738,8.598159390748624
G369645,"H1,L1",1269229849.0,418945312.0,80.489875793457,9.2679090499878,7.2867865906858,6.6380320523582,0.000141403870657,7071.942198987181,8.86389043106394
G331788,"H1,L1",1241405653.0,282714844.0,4.3840322494507,1.6094838380814,240.72909090127,7.068696975708,0.0001802220649551,5548.710144059242,8.621320773254098
G363741,"H1,L1",1265536350.0,356933594.0,3.7768580913544,1.5666437149048,229.17041937168,7.1618874808761,0.0002425090788165,4123.556960754577,8.324471409868938
